mouse_Entrez_ID,mouse_Gene,mouse_scBAT_mean_count,mouse_WAT_mean_count,mouse_iBAT_mean_count,mouse_scBATvsWAT_Log_Ratio,mouse_scBATvsWAT_Pvalue,mouse_scBATvsiBAT_Log_Ratio,mouse_scBATvsiBAT_Pvalue,human_Genbank_accession,human_Gene,human_scBAT_mean_FPKM,human_WAT_mean_FPKM,human_scBATvsWAT_Log_Ratio
67724,Pop1,70.3333,227,77.3333,-0.93064,0.030666,-0.19922,0.41901,NM_001145860,POP1,3.5,1.13,1.63
57782,Rbak,185.3333,425.6667,172.6667,-0.46242,0.21235,0.03685,0.85344,NM_021163,RBAK,1.38,0.31,2.15
17681,Msc,25.3333,187,13.6667,-2.0769,0.00024153,0.83298,0.063718,NM_005098,MSC,12.86,6.11,1.07
14282,Fosb,10.6667,39.3333,15,-1.1354,0.060062,-0.54332,0.45532,NM_006732,FOSB,1.14,0,12.64
50868,Keap1,1736.6667,2167,1556,0.40544,0.14158,0.09034,0.45004,NM_203500,KEAP1,1.31,0,9.87
57875,Angptl4,5506.3333,7121.6667,5799.3333,0.27355,0.49331,-0.12333,0.58327,NM_139314,ANGPTL4,65.57,19.68,1.74
94093,Trim33,826,2208,789.3333,-0.6479,0.039542,-0.0030675,0.98314,NM_033020,TRIM33,3.37,1.58,1.09
216877,Dhx33,1046.6667,1413.6667,848.6667,0.28162,0.32066,0.23205,0.087775,NM_001199699,DHX33,1.14,0.01,7.68
16880,Lifr,1722,3358,1810.3333,-0.29489,0.3626,-0.13633,0.37004,NM_001127671,LIFR,5.06,1.6,1.66
27059,Sh3d19,456.3333,1203.3333,355.3333,-0.75595,0.045744,0.2843,0.081091,NM_001009555,SH3D19,5.72,2.15,1.41
242960,Fbxl5,1191.3333,2682,1061.3333,-0.45422,0.1039,0.098612,0.42854,NM_001193534,FBXL5,3.2,0.01,9.24
11567,Avil,17.3333,14.6667,22,0.97987,0.10695,-0.4173,0.34422,NM_006576,AVIL,3.27,1.04,1.65
81910,Rrbp1,4196,7007.3333,3080.3333,-0.064926,0.83305,0.37011,0.0061809,NM_001042576,RRBP1,8.74,4,1.13
18080,Nin,379,2586.3333,360.6667,-1.9941,2.67e-09,0.007147,0.969,NM_182946,NIN,5.74,2.54,1.18
64934,Pes1,1408,2135,1266.3333,0.14454,0.61764,0.079951,0.54511,NM_001243225,PES1,4.6,0,9.91
382793,Mtx3,1196.6667,1064.6667,1333.6667,0.88932,0.0019655,-0.21675,0.10664,NM_001167741,MTX3,3.79,1.68,1.18
11600,Angpt1,1066.6667,1027,976,0.67583,0.095355,0.053961,0.7024,NM_001146,ANGPT1,5.84,0.2,4.87
94353,Hmgn3,67,578.6667,50.3333,-2.3964,3.18e-09,0.34259,0.20159,NM_004242,HMGN3,25.65,10.22,1.33
11865,Arntl,26.6667,350.6667,28.6667,-2.8665,6.41e-05,-0.14726,0.79924,NM_001030272,ARNTL,5.23,1.74,1.59
60363,Cldn15,386,991,449.3333,-0.731,0.096635,-0.28267,0.090138,NM_001185080,CLDN15,2.08,0.76,1.46
21341,Taf1c,152.6667,416,115.3333,-0.66163,0.14406,0.32718,0.16901,NM_001243158,TAF1C,2.01,0.61,1.72
71919,Rpap3,354.3333,696.3333,339,-0.27707,0.41363,-0.0037911,0.98826,NM_001146076,RPAP3,3.3,0.37,3.17
109294,Prex2,4736,2488.6667,4785,1.5556,0.00012962,-0.083043,0.49032,NM_025170,PREX2,0.69,0.07,3.28
56490,Zbtb20,299,356,398.3333,0.39778,0.36105,-0.4793,0.0021392,NM_001164342,ZBTB20,2.02,0.89,1.17
68776,Taf11,486.6667,705.3333,428.3333,0.17679,0.57972,0.11595,0.40807,NM_001270488,TAF11,9.23,1.04,3.15
27219,Sgk2,5,1.6667,8.6667,2.2697,0.026529,-0.8084,0.3296,NM_170693,SGK2,2.01,0.95,1.08
66270,Fam134b,1154,1348,1048,0.60861,0.22246,0.075979,0.54856,NM_019000,FAM134B,7.44,1.35,2.47
237107,Gnl3l,477,1308.3333,463.3333,-0.70511,0.025541,-0.030963,0.83722,NM_019067,GNL3L,2.52,0.83,1.59
240725,Sulf1,297.3333,1442.6667,235.6667,-1.5223,2.29e-06,0.26805,0.10142,NM_001128205,SULF1,2.08,0.5,2.04
110109,Nop2,709.3333,1077,542,0.15873,0.62748,0.31714,0.073266,NM_001258308,NOP2,9.29,4.56,1.03
194590,Reps2,110.3333,388.3333,74.6667,-1.1623,0.010224,0.48758,0.063998,NM_001080975,REPS2,1.33,0.41,1.69
26386,Hsf4,146,67.6667,137.6667,1.8105,5.62e-05,0.024118,0.90801,NM_001538,HSF4,0.79,0.19,2.08
11735,Ank3,162.3333,133.3333,116,0.93202,0.085435,0.41479,0.066974,NM_001149,ANK3,1.12,0.49,1.2
231148,Ablim2,164,303.6667,120.6667,-0.24585,0.60674,0.37488,0.072941,NM_032432,ABLIM2,2.02,0.66,1.61
224903,Safb,1399,2609,1346.6667,-0.14428,0.61843,-0.010322,0.9346,NM_002967,SAFB,6.46,3.04,1.09
71785,Pdgfd,518.3333,364.3333,607.6667,1.163,0.0065651,-0.28836,0.09189,NM_033135,PDGFD,3.64,0.64,2.51
18019,Nfatc2,67.3333,926.6667,45,-2.9901,6.3e-10,0.50322,0.073106,NM_001258294,NFATC2,0.76,0.09,3.06
67270,Mrpl42,3232,1166.6667,3211.6667,2.1549,9.17e-12,-0.055639,0.6519,NM_172177,MRPL42,8.08,3.19,1.34
71955,Ist1,1599.3333,2450,1575.3333,0.11956,0.66668,-0.040645,0.74999,NM_001270978,IST1,11.87,4.85,1.29
210766,Brcc3,609.3333,881,592,0.20044,0.50697,-0.026569,0.84151,NM_001242640,BRCC3,1.71,0,9.52
56490,Zbtb20,299,356,398.3333,0.39778,0.36105,-0.4793,0.0021392,NM_015642,ZBTB20,2.87,1.36,1.08
64707,Suv39h2,22.3333,92,27.3333,-1.2439,0.030016,-0.35551,0.31026,NM_001193425,SUV39H2,3.33,1.42,1.22
16149,Cd74,2777,30812.6667,2222,-2.6797,1.73e-12,0.25428,0.038965,NM_004355,CD74,14.94,0.09,7.41
51897,Atg13,1445.3333,1672,1299.6667,0.5092,0.069352,0.086819,0.47215,NM_001205122,ATG13,0.84,0,7.65
67770,Caap1,104.3333,253.6667,121.6667,-0.51685,0.21814,-0.28833,0.17588,NM_001167575,CAAP1,2,0.27,2.87
22003,Tpm1,4871,2127.6667,2674,1.9347,1.72e-07,0.80714,0.0047982,NM_001018004,TPM1,134.4,63.31,1.09
14726,Pdpn,44.6667,206.3333,20.3333,-1.5084,0.00081328,1.048,0.0039893,NM_198389,PDPN,1.26,0,9.76
73181,Nfatc4,113,301.3333,101.3333,-0.69916,0.078201,0.087532,0.69233,NM_001198966,NFATC4,1.67,0.5,1.74
11819,Nr2f2,387.6667,706.3333,341.6667,-0.15547,0.63787,0.1102,0.48115,NM_021005,NR2F2,3.68,1.73,1.09
19309,Pygm,2506.3333,182.3333,740,4.5334,2.76e-19,1.6968,0.00033465,NM_001164716,PYGM,1.19,0.1,3.64
68519,Eml1,177,304,121.6667,-0.097521,0.8199,0.47682,0.017198,NM_001008707,EML1,0.77,0,9.93
20017,Polr1b,319.3333,762.3333,254.3333,-0.49105,0.18261,0.25222,0.20342,NM_001137604,POLR1B,0.72,0,8.1
74126,Syvn1,999.3333,2373.3333,873,-0.49034,0.099287,0.1272,0.29258,NM_172230,SYVN1,5.17,0.08,6
226861,Hhat,14,78,16.6667,-1.7059,0.001067,-0.31451,0.46451,NM_001170564,HHAT,1.27,0.38,1.74
20482,Skil,1304.6667,2223,1249.3333,0.027327,0.94603,-0.01978,0.92699,NM_001248008,SKIL,6.82,1.1,2.63
69327,1700007K13Rik,4.6667,0.66667,5.6667,3.2418,0.0017715,-0.34244,0.75656,NM_144654,C9orf116,1.25,0,12.32
77116,Mtmr2,1816,1850.6667,1947,0.68361,0.01493,-0.16853,0.15951,NM_201281,MTMR2,5.84,2.58,1.18
21847,Klf10,1435.3333,1118.3333,1223.6667,1.0525,0.0011289,0.16787,0.29007,NM_001032282,KLF10,7,1.61,2.12
78895,Pus7l,90.3333,257,77.6667,-0.73891,0.089769,0.15172,0.51838,NM_001098615,PUS7L,1.22,0.25,2.29
71306,Mfap3l,94.3333,136.3333,66.3333,0.125,0.81152,0.4371,0.083718,NM_021647,MFAP3L,0.64,0.29,1.16
15234,Hgf,20,161,11.3333,-2.3112,3.7e-06,0.73968,0.082073,NM_001010934,HGF,0.98,0.06,4.15
170791,Rbm39,3336.6667,7872,3530.3333,-0.472,0.11959,-0.14461,0.28587,NM_184234,RBM39,35.79,15.03,1.25
68588,Cthrc1,7.6667,20.6667,5.6667,-0.74445,0.24649,0.35976,0.58389,NM_138455,CTHRC1,19.93,9.62,1.05
117606,Boc,112.6667,303.3333,100,-0.75742,0.086572,0.11113,0.6968,NM_033254,BOC,1.9,0.72,1.4
109245,Lrrc39,890.6667,498.3333,857,1.4967,8.85e-05,-0.0075649,0.95788,NM_001256387,LRRC39,3.79,1.23,1.63
170791,Rbm39,3336.6667,7872,3530.3333,-0.472,0.11959,-0.14461,0.28587,NM_004902,RBM39,28.51,11.86,1.26
17540,Mrvi1,288,329.6667,271.3333,0.5294,0.14884,0.023601,0.89932,NM_001100167,MRVI1,1.64,0.33,2.31
225182,Rbbp8,186.6667,532,160,-0.73855,0.061265,0.15448,0.38747,NM_203292,RBBP8,3.07,0.79,1.95
13655,Egr3,6.3333,300.3333,24.3333,-4.6906,4.86e-08,-1.9764,0.032245,NM_004430,EGR3,0.82,0.24,1.79
101565,Ccp110,217.3333,394,200,-0.11007,0.77093,0.054474,0.76984,NM_014711,CCP110,2.74,1.35,1.02
380684,Nefh,1.6667,116.3333,2.3333,-5.2193,1.34e-07,-0.52349,0.79352,NM_021076,NEFH,1.06,0.52,1.01
22680,Zfp207,1592.6667,4572,1801.6667,-0.76088,0.011637,-0.23778,0.11816,NM_001032293,ZNF207,69.25,31.9,1.12
54126,Arhgef7,1356.6667,2209.6667,1434.6667,0.022838,0.93492,-0.14746,0.23128,NM_003899,ARHGEF7,3.06,1.25,1.3
229055,Zbtb10,315.3333,439.6667,344.3333,0.24921,0.47453,-0.19281,0.26965,NM_023929,ZBTB10,1.98,0.72,1.46
76747,Dapl1,0,469.3333,1.6667,-11.4327,1.88e-13,-3.8729,0.070284,NM_001017920,DAPL1,1.24,0.29,2.09
22337,Vdr,19,46.6667,10,-0.5181,0.40327,0.84035,0.072318,NM_001017535,VDR,1.59,0.27,2.57
16149,Cd74,2777,30812.6667,2222,-2.6797,1.73e-12,0.25428,0.038965,NM_001025158,CD74,5.22,1.33,1.98
56075,Pdss1,179,117.3333,194.6667,1.3376,0.0011937,-0.18061,0.35787,NM_014317,PDSS1,10.68,4.92,1.12
16981,Lrrn3,12.6667,47.3333,11.3333,-1.1511,0.042643,0.092059,0.92952,NM_018334,LRRN3,1.71,0.19,3.14
74011,Slc25a27,46,103.3333,66.3333,-0.38907,0.45687,-0.57564,0.11235,NM_004277,SLC25A27,1.86,0.88,1.09
66185,1110037F02Rik,1297,2687,1132,-0.30795,0.27266,0.12809,0.29285,NM_183009,KIAA1429,3.04,0.63,2.28
50790,Acsl4,1133.6667,1577.3333,851.3333,0.246,0.4042,0.33271,0.038794,NM_022977,ACSL4,3.05,0.91,1.75
11855,Arhgap5,2761.6667,2581,2645.3333,0.75382,0.026941,-0.0095876,0.94143,NM_001173,ARHGAP5,5.34,1.18,2.18
56708,Clcf1,16,473,16.6667,-4.0332,1.11e-07,-0.12039,0.82183,NM_001166212,CLCF1,5.42,2.02,1.42
320806,Gfm2,1939.3333,1377,1866,1.2046,2.35e-05,-0.010908,0.92979,NM_170691,GFM2,2.54,0,11.9
224454,Zdhhc14,133,234.3333,142.3333,-0.092447,0.82075,-0.16028,0.43027,NM_024630,ZDHHC14,0.8,0,10.05
15586,Hyal1,976.6667,535.6667,903.3333,1.5003,0.00032944,0.045598,0.7558,NM_153285,HYAL1,1.45,0.53,1.46
78834,Zfp623,247,292,215.6667,0.48589,0.19867,0.12368,0.53767,NM_001261843,ZNF623,2.36,0.01,8.55
66058,Tmem176a,198.6667,2291.3333,137.6667,-2.7524,2.67e-13,0.45525,0.022938,NM_018487,TMEM176A,10.41,0.05,7.6
238871,Pde4d,3664.6667,895,3527,2.7493,2.37e-17,-0.016793,0.92375,NM_001197221,PDE4D,1.49,0.47,1.66
71919,Rpap3,354.3333,696.3333,339,-0.27707,0.41363,-0.0037911,0.98826,NM_001146075,RPAP3,2.12,0.85,1.32
218461,Pde8b,37,70,34,-0.17884,0.7043,0.0565,0.88981,NM_001029853,PDE8B,4.95,1.89,1.39
69823,Fyttd1,1696,1944,1635.6667,0.51877,0.062718,-0.015615,0.89859,NM_001011537,FYTTD1,17,7.18,1.24
327958,Pitpnm3,73.3333,124.3333,78.3333,-0.10602,0.84358,-0.15448,0.56999,NM_031220,PITPNM3,0.64,0,10.83
207181,Rbms3,104,794,73.6667,-2.2163,1.06e-08,0.43519,0.066928,NM_001003792,RBMS3,4.09,1.78,1.2
116847,Prelp,6231,13929.6667,6737.3333,-0.5311,0.2014,-0.16877,0.26932,NM_201348,PRELP,0.98,0.38,1.36
15387,Hnrnpk,5309,9687.6667,5004.3333,-0.12528,0.65359,0.015133,0.90081,NM_002140,HNRNPK,28.74,11.81,1.28
12494,Cd38,343,1993,396.6667,-1.7491,3.81e-06,-0.27879,0.074856,NM_001775,CD38,1.39,0.67,1.05
627626,Ptchd4,1.3333,42,3.6667,-4.2547,2.93e-06,-1.4415,0.14592,NM_001013732,PTCHD4,2.08,1.02,1.02
67591,Ubl4b,0,0.33333,0,-1.6745,1,-Inf,1,NM_203412,UBL4B,0.73,0.31,1.24
231004,Samd11,0.33333,3.3333,0.33333,-2.2771,0.075164,-0.053313,1,NM_152486,SAMD11,4.27,0.11,5.33
75735,Pank1,7664,587,9102,4.3748,1.53e-30,-0.31208,0.0089324,NM_148977,PANK1,0.96,0.44,1.13
68770,Phtf2,1084.6667,942,978.6667,0.96836,0.0021965,0.081768,0.56738,NM_020432,PHTF2,4.09,1.69,1.27
14758,Gpm6b,219,1257.3333,200,-1.7262,1.47e-05,0.067914,0.70535,NM_001001995,GPM6B,1.75,0.87,1.01
12801,Cnr1,4.6667,214.6667,6.6667,-4.8619,1.22e-12,-0.58192,0.38644,NM_001160259,CNR1,2.68,0.69,1.97
224139,Golgb1,4076.3333,5533.3333,3988.3333,0.24031,0.42868,-0.036873,0.76961,NM_004487,GOLGB1,4.12,1.07,1.94
13430,Dnm2,2286.6667,4767.6667,2187.6667,-0.32512,0.23984,-0.004384,0.97214,NM_001005360,DNM2,1.17,0,9.87
19274,Ptprm,2170.3333,2276.3333,2080.6667,0.58236,0.1042,-0.0047373,0.97154,NM_001105244,PTPRM,0.77,0,12.79
240832,Tor1aip2,3776.3333,4575,3771.6667,0.42826,0.13076,-0.061828,0.62069,NM_145034,TOR1AIP2,1.26,0,10.76
242202,Pde5a,167.3333,197.3333,165.6667,0.48267,0.22675,-0.053702,0.78341,NM_033430,PDE5A,1.05,0,9.58
14313,Fst,162.3333,238.6667,154.6667,0.087137,0.8623,0.0035138,1,NM_006350,FST,3.77,1.72,1.13
219114,Ska3,7.6667,52,8.6667,-1.955,0.0027547,-0.24461,0.63507,NM_001166017,SKA3,3.67,0.84,2.12
232089,Elmod3,1245.3333,1394.6667,1047,0.49726,0.15093,0.18528,0.15829,NM_001135022,ELMOD3,1.71,0,8.85
230789,Fam76a,1135.6667,1549.3333,1159,0.24332,0.41741,-0.094873,0.43901,NM_152660,FAM76A,1.21,0.3,2
54214,Golga4,3410,3997,3242.6667,0.48609,0.08219,0.0071676,0.95346,NM_002078,GOLGA4,9.18,3.68,1.32
232441,Rerg,14,13.6667,11,0.76173,0.18575,0.28537,0.61766,NM_032918,RERG,4.39,0,13.48
231642,Alkbh2,86.3333,132,87.6667,0.11594,0.79091,-0.089341,0.72055,NM_001145374,ALKBH2,6.51,2.42,1.43
18769,Pkig,259.6667,1056,216.6667,-1.2608,0.00022764,0.19513,0.28656,NM_181804,PKIG,13.21,6.28,1.07
67299,Dock7,692.3333,1075.6667,539.3333,0.025112,0.94499,0.29667,0.031345,NM_001272000,DOCK7,1.79,0.01,7.87
102103,Mtus1,4607.6667,3641.3333,4493.6667,0.98271,0.0074637,-0.028227,0.81737,NM_001001924,MTUS1,1.5,0.47,1.68
100986,Akap9,2097,3095,1870.6667,0.16495,0.5471,0.093863,0.48433,NM_147185,AKAP9,2.56,0.84,1.6
60532,Wtap,1207.3333,2484.3333,1156,-0.28129,0.34186,-0.0045312,0.97312,NM_001270533,WTAP,20.11,7.82,1.36
215789,Phactr2,659.3333,1459.3333,740,-0.4652,0.14673,-0.23279,0.074146,NM_001100164,PHACTR2,1.84,0.59,1.64
216161,Sbno2,1874.6667,2988.3333,2095.3333,0.089293,0.76186,-0.22071,0.10523,NM_001100122,SBNO2,0.92,0.28,1.73
11480,Acvr2a,576.6667,807.3333,613,0.19943,0.54938,-0.15274,0.24795,NM_001616,ACVR2A,6.38,3.07,1.06
17540,Mrvi1,288,329.6667,271.3333,0.5294,0.14884,0.023601,0.89932,NM_001098579,MRVI1,2.39,0.88,1.45
320119,Rps6kc1,273,580.3333,267.3333,-0.38759,0.27324,-0.033831,0.84283,NM_001136138,RPS6KC1,8.13,3.99,1.03
12927,Bcar1,535.6667,664.6667,518.3333,0.33634,0.38276,-0.043754,0.85217,NM_014567,BCAR1,5.15,2.16,1.25
19049,Ppp1r1b,82,5.6667,6.3333,4.4637,4.07e-07,3.554,9.36e-07,NM_001242464,PPP1R1B,3.15,1.15,1.46
233115,Dpy19l3,74.6667,561,67.6667,-2.1349,1.36e-06,0.069756,0.7955,NM_207325,DPY19L3,3.12,1.12,1.47
14165,Fgf10,192.6667,1995.6667,90.3333,-2.7282,7.62e-10,1.025,1.62e-06,NM_004465,FGF10,1.05,0.05,4.47
20523,Slc25a14,58.3333,137,55,-0.48034,0.31034,0.010173,1,NM_003951,SLC25A14,6.52,0.01,9.29
17318,Mid1,46,124.3333,42,-0.68951,0.14876,0.061615,0.85625,NM_001193277,MID1,1.4,0.23,2.62
17931,Ppp1r12a,914,2580.6667,931.3333,-0.73056,0.018647,-0.095256,0.42924,NM_001244992,PPP1R12A,5.46,2.56,1.09
14311,Cidec,21315,32104,17857.3333,0.051642,0.88994,0.17923,0.28647,NM_001199623,CIDEC,87.13,28.85,1.59
225358,Fam13b,225.6667,1314.6667,254,-1.7577,6.38e-06,-0.24099,0.17759,NM_016603,FAM13B,5.17,2.26,1.19
53379,Hnrnpa2b1,10484.6667,17190.3333,10525.3333,0.032215,0.90791,-0.07228,0.53858,NM_031243,HNRNPA2B1,105.9,41.62,1.35
18510,Pax8,0,1.3333,0,-3.2448,0.28462,-Inf,1,NM_003466,PAX8,1.25,0,12.34
57745,Zfp112,52.3333,66.6667,46.6667,0.37723,0.40857,0.10214,0.72433,NM_001083335,ZFP112,1.87,0.49,1.92
67155,Smarca2,1794,5062.3333,1492,-0.80313,0.0058488,0.19347,0.13237,NM_003070,SMARCA2,2.95,2.71,2.06
70461,Crtc3,410.6667,1155,387,-0.73749,0.019808,0.025239,0.87654,NM_001042574,CRTC3,6.26,2.77,1.18
21887,Tle3,2160.6667,3482.6667,1768.3333,0.045381,0.88723,0.20243,0.39263,NM_001105192,TLE3,7.45,3.48,1.1
84092,Usp8,2926.6667,3261.6667,2867,0.56207,0.043561,-0.034457,0.77552,NM_005154,USP8,10.52,2.37,2.15
26373,Clcn7,1013.6667,1667,899,0.0021749,0.99485,0.10481,0.38431,NM_001114331,CLCN7,2.14,0.89,1.26
268977,Ltbp1,287,893.6667,139.6667,-0.98001,0.0092925,0.96289,3.05e-06,NM_000627,LTBP1,5.17,1.32,1.97
65963,Tmem176b,497.6667,4890.6667,355,-2.5425,1.77e-16,0.41668,0.0036803,NM_001101312,TMEM176B,5.51,0.01,8.99
58233,Dnaja4,704.6667,545,828.6667,1.0635,0.0011897,-0.2997,0.019533,NM_001130182,DNAJA4,2.24,0.72,1.64
12870,Cp,1234.6667,6717.6667,808.6667,-1.7858,2.16e-07,0.52938,0.0018692,NM_000096,CP,3.31,1.61,1.04
78688,Nol3,1577,404.3333,1619,2.6068,5.04e-10,-0.09456,0.5346,NM_001276311,NOL3,5.89,1.79,1.71
50799,Slc25a13,10.6667,85.6667,8.6667,-2.2105,0.00030897,0.22245,0.74814,NM_014251,SLC25A13,9.55,4.62,1.05
53861,Zranb2,1680.3333,2622,1693.3333,0.09302,0.73692,-0.079231,0.51822,NM_203350,ZRANB2,14.83,7.15,1.05
16842,Lef1,3.3333,1744,4.6667,-8.1584,4.6e-15,-0.55894,0.64225,NM_001166119,LEF1,1.72,0.81,1.09
74256,Cyld,997.6667,3477.3333,954.3333,-1.0144,0.0028568,-0.00080639,0.99873,NM_015247,CYLD,1.45,0.57,1.34
13602,Sparcl1,5676.3333,6534,6043.3333,0.45084,0.20497,-0.15649,0.18727,NM_001128310,SPARCL1,2,0,13.8
209357,Gtf2h3,651,717.3333,643.6667,0.58709,0.054632,-0.048215,0.70982,NM_001516,GTF2H3,1.94,0.03,6.18
29811,Ndrg2,9820.6667,4431.6667,9805.3333,1.792,3.95e-06,-0.058887,0.64,NM_201541,NDRG2,2.16,0.82,1.41
94186,Strn3,2029.6667,2267.6667,2089,0.54093,0.059937,-0.10656,0.37876,NM_001083893,STRN3,2.72,1.18,1.2
21916,Tmod1,127.6667,44.6667,52,2.1451,0.0021739,1.2398,0.015592,NM_003275,TMOD1,5.02,0.55,3.2
24063,Spry1,487.3333,515,489,0.57113,0.13609,-0.085051,0.64645,NM_001258039,SPRY1,10.85,4.51,1.27
13803,Enc1,1194.3333,1143.3333,1059.3333,0.74573,0.023657,0.099976,0.57206,NM_003633,ENC1,2.27,0.73,1.64
29871,Scmh1,381.3333,625,359,0.0093234,0.97976,0.024631,0.8776,NM_001172220,SCMH1,2.93,1.28,1.19
244585,Rpgrip1l,110.3333,215.3333,115,-0.23796,0.55858,-0.12261,0.59532,NM_001127897,RPGRIP1L,2.13,0.93,1.19
194401,Mical3,2402.6667,2970,2375.6667,0.36409,0.25957,-0.049717,0.68505,NM_001136004,MICAL3,0.91,0.44,1.06
14391,Gabpb1,244,850.3333,268.3333,-1.0157,0.0093873,-0.2032,0.2374,NM_005254,GABPB1,3.92,1.55,1.33
218543,Srek1,759.6667,1683.6667,790.6667,-0.4112,0.14845,-0.12405,0.33411,NM_001270493,SREK1,5.33,1.96,1.44
74167,Nudt9,1344,1339.3333,1301,0.70149,0.017517,-0.018909,0.87871,NM_001248011,NUDT9,3.81,1.23,1.63
218952,Fermt2,4064.6667,3650.3333,4299.6667,0.80306,0.028106,-0.14375,0.29006,NM_001134999,FERMT2,3.31,0.01,9.31
107753,Lgals2,5.3333,14,2,-0.71391,0.33929,1.2993,0.080279,NM_006498,LGALS2,1.03,0.4,1.38
15445,Hpd,41.6667,40,56.3333,0.70442,0.21733,-0.4957,0.082591,NM_002150,HPD,0.79,0.36,1.14
17035,Lxn,52,308,45,-1.8227,3.11e-05,0.14125,0.63266,NM_020169,LXN,25.93,9.89,1.39
231600,Chfr,603.6667,1431.6667,603,-0.46889,0.16237,-0.066177,0.61677,NM_001161347,CHFR,2.5,0.93,1.43
72371,2210408I21Rik,100.6667,149.3333,96.6667,0.080328,0.87329,-0.010719,0.98181,NM_173665,KIAA0825,0.74,0.14,2.4
66163,Mrpl4,2506.6667,1255.3333,2576,1.7039,8.76e-09,-0.10136,0.43035,NM_146388,MRPL4,3.89,1.72,1.18
12850,Coq7,1755.6667,492.6667,1865,2.5122,1.67e-13,-0.14711,0.28077,NM_001190983,COQ7,2.9,1.04,1.48
320678,Iffo1,186,792,177.3333,-1.3299,0.00022207,0.0057484,0.9887,NM_080730,IFFO1,3.29,1.42,1.21
26458,Slc27a2,4514.6667,172.3333,5936.3333,5.3596,5.75e-25,-0.4611,0.0013626,NM_003645,SLC27A2,2.65,0.16,4.05
24057,Sh3yl1,27,52,22.6667,-0.24322,0.63171,0.18563,0.60421,NM_015677,SH3YL1,3.21,0.72,2.15
13870,Ercc1,302.3333,536.6667,314.6667,-0.12425,0.72533,-0.13222,0.46623,NM_001983,ERCC1,7.99,3.85,1.05
52250,Reep1,86.6667,148.6667,66.3333,-0.019721,0.97725,0.32529,0.25949,NM_001164730,REEP1,0.77,0,12.51
22339,Vegfa,9445.3333,6416.6667,11109.6667,1.1914,0.0028451,-0.29667,0.017608,NM_001171624,VEGFA,11.07,5.5,1.01
68758,Abhd11,1506.3333,944.3333,1550.3333,1.3746,4.85e-06,-0.10314,0.42766,NM_001145364,ABHD11,2.25,0.79,1.5
18483,Palm,541.6667,2438,435,-1.5251,0.00021355,0.25997,0.14201,NM_001040134,PALM,2.98,1.01,1.56
14211,Smc2,142.6667,867.3333,139.6667,-1.8083,5.57e-05,-0.03346,0.89304,NM_001042551,SMC2,1.96,0.01,8.21
243328,Slc29a4,7.3333,22,9.6667,-0.75617,0.37462,-0.45387,0.42934,NM_001040661,SLC29A4,1.14,0.15,2.91
16190,Il4ra,346,4672.3333,303,-2.949,2.42e-12,0.12334,0.43891,NM_001257406,IL4R,1.84,0.11,4.12
67367,Paxbp1,1022.3333,2048.3333,1062,-0.24933,0.39432,-0.11927,0.35828,NM_016631,PAXBP1,7.06,0.97,2.86
69807,Trim32,489,602,410.3333,0.39023,0.24864,0.1786,0.25622,NM_012210,TRIM32,10.49,0.2,5.75
17169,Mark3,1476.6667,1831,1394.6667,0.42631,0.12779,0.018617,0.8824,NM_001128921,MARK3,4.24,1.41,1.59
28126,Nop16,544.6667,620.3333,539.3333,0.54553,0.089095,-0.059596,0.67693,NM_001256540,NOP16,13.85,6.03,1.2
230594,Zcchc11,452.6667,2737.6667,405.6667,-1.7868,1.62e-05,0.093569,0.53397,NM_015269,ZCCHC11,3.64,1.67,1.12
226178,Wbp1l,2471,3137.3333,2415.6667,0.36978,0.1854,-0.037212,0.77145,NM_017787,WBP1L,1.8,0.29,2.62
29811,Ndrg2,9820.6667,4431.6667,9805.3333,1.792,3.95e-06,-0.058887,0.64,NM_201539,NDRG2,1.56,0.16,3.3
212898,Dse,240.3333,2109.3333,155.3333,-2.4351,2.29e-14,0.56229,0.0046661,NM_013352,DSE,4.54,1.89,1.26
12915,Atf6b,613.6667,1679,608.3333,-0.70376,0.019782,-0.058326,0.66745,NM_001136153,ATF6B,2.93,0.81,1.85
433926,Lrrc8b,100.3333,309.6667,96.6667,-0.87492,0.031224,-0.014101,0.96481,NM_015350,LRRC8B,3.91,1.22,1.68
77087,Ankrd11,2825.3333,6378,3004.6667,-0.40991,0.16672,-0.15362,0.19604,NM_013275,ANKRD11,5.34,1.85,1.53
73828,Dcaf4,410.3333,537.6667,411.6667,0.34387,0.30293,-0.065622,0.69616,NM_001163509,DCAF4,0.69,0,10.24
277854,Depdc5,652,1107,632.6667,-0.0036968,0.99284,-0.019255,0.89088,NM_001242897,DEPDC5,1.14,0.39,1.53
74132,Rnf6,1281.6667,1753.6667,1238,0.27426,0.32547,-0.018764,0.8798,NM_005977,RNF6,3.28,1.37,1.26
22770,Zhx1,2195.6667,3207,1861.6667,0.14682,0.61746,0.16271,0.29271,NM_001017926,ZHX1,3.55,1.49,1.26
72713,Angptl1,143.6667,196,215.6667,0.17564,0.72909,-0.66453,0.0016141,NM_004673,ANGPTL1,15.41,7.37,1.06
83701,Srrt,1059.3333,3047,1049.3333,-0.74611,0.020302,-0.05199,0.68166,NM_015908,SRRT,9.21,1.37,2.74
21957,Tnnt3,5615.3333,186.3333,1697,5.6866,7.63e-27,1.658,0.00078908,NM_001042782,TNNT3,1.25,0.34,1.89
