mouse_Entrez_ID,mouse_Gene,mouse_scBAT_mean_count,mouse_WAT_mean_count,mouse_iBAT_mean_count,mouse_scBATvsWAT_Log_Ratio,mouse_scBATvsWAT_Pvalue,mouse_scBATvsiBAT_Log_Ratio,mouse_scBATvsiBAT_Pvalue,human_Genbank_accession,human_Gene,human_scBAT_mean_FPKM,human_WAT_mean_FPKM,human_scBATvsWAT_Log_Ratio
12333,Capn1,811.6667,2277.3333,720,-0.72745,0.015299,0.1084,0.40853,NM_001198869,CAPN1,3.24,0.85,1.93
245522,Zc4h2,41,150.3333,43.6667,-1.1293,0.01112,-0.15948,0.58847,NM_001243804,ZC4H2,1.39,0.33,2.09
30794,Pdlim4,38.6667,394.3333,29.3333,-2.5807,9.62e-08,0.32051,0.33835,NM_001131027,PDLIM4,2.63,0.07,5.24
74365,Lonrf3,88.6667,78,76.3333,0.87714,0.058486,0.13521,0.62632,NM_024778,LONRF3,1.15,0.16,2.89
109910,Zfp91,3234.3333,3410.3333,3194.3333,0.62198,0.031247,-0.050416,0.67538,NM_001197051,ZFP91,4.98,2.13,1.23
29811,Ndrg2,9820.6667,4431.6667,9805.3333,1.792,3.95e-06,-0.058887,0.64,NM_016250,NDRG2,1.23,0.09,3.71
20280,Scp2,13056,12585.6667,12084.6667,0.70534,0.041132,0.039412,0.76228,NM_001007100,SCP2,74.22,18.65,1.99
14783,Grb10,593.6667,2022,507.3333,-1.1266,0.0038934,0.16191,0.22972,NM_001001549,GRB10,2.27,0.05,5.47
109979,Art3,3225.3333,6175,3115.6667,-0.30421,0.43654,-0.017659,0.88589,NM_001179,ART3,0.62,0,7.78
17829,Muc1,20.6667,27,16,0.3414,0.55506,0.30914,0.46306,NM_001204290,MUC1,2.48,0.49,2.35
18181,Nrf1,341,943.6667,295.6667,-0.70001,0.046382,0.13716,0.41725,NM_005011,NRF1,1.85,0.52,1.83
319583,Lig4,302.3333,383.6667,306,0.38317,0.28659,-0.088236,0.62098,NM_001098268,LIG4,1.33,0.59,1.17
17279,Melk,3,91.6667,2.6667,-4.0919,1.29e-08,0.10406,1,NM_001256690,MELK,4.4,1.99,1.15
22004,Tpm2,3015.3333,468.3333,1260.3333,3.4157,9.15e-17,1.1909,0.0037376,NM_003289,TPM2,35.37,12.22,1.53
266632,Irak4,203,740.3333,222.3333,-1.1008,0.0026285,-0.19414,0.30666,NM_001114182,IRAK4,0.83,0,10.83
74199,Vit,23.6667,108.6667,18.3333,-1.5252,0.0061061,0.30012,0.45482,NM_001177971,VIT,1.44,0.07,4.45
54633,Pqbp1,469.6667,1289,379.3333,-0.6863,0.037435,0.24063,0.087806,NM_001032383,PQBP1,5.77,0.44,3.71
15275,Hk1,428.6667,1712,625.6667,-1.2282,0.00016951,-0.60738,0.00011567,NM_033496,HK1,0.68,0.01,6.92
105351,AW209491,545,356.3333,495.6667,1.3243,0.00010173,0.069515,0.64813,NM_001099858,C7orf25,7.81,0.04,7.62
236732,Rbm10,948,1630.3333,941,-0.01759,0.95521,-0.054966,0.65179,NM_152856,RBM10,4.51,2.23,1.02
75619,Fastkd2,455.6667,482.6667,450.6667,0.6578,0.051819,-0.047069,0.76234,NM_014929,FASTKD2,3.96,1.58,1.33
18708,Pik3r1,11928.6667,15649.6667,7375.6667,0.25254,0.51225,0.63167,0.00010071,NM_181504,PIK3R1,3.81,0.26,3.88
77254,Yif1b,1191.3333,813,1253.3333,1.2517,5.02e-05,-0.13226,0.34162,NM_001145462,YIF1B,1.42,0.03,5.54
93691,Klf7,95,246.6667,122,-0.63963,0.1336,-0.43945,0.063322,NM_001270944,KLF7,0.98,0.09,3.45
12296,Cacnb2,10.3333,18.6667,11.6667,-0.090224,0.91295,-0.24406,0.63994,NM_201596,CACNB2,1.1,0.51,1.1
71785,Pdgfd,518.3333,364.3333,607.6667,1.163,0.0065651,-0.28836,0.09189,NM_025208,PDGFD,6.5,2.19,1.57
72121,Dennd2d,241.6667,1929,247.6667,-2.2075,1.85e-07,-0.11362,0.57099,NM_024901,DENND2D,0.69,0,11.13
233489,Picalm,6642,8206.6667,6349,0.38557,0.18552,-0.0083426,0.94877,NM_007166,PICALM,13.68,6.69,1.03
67422,Dhdds,764.3333,1313.6667,664.3333,-0.086007,0.77464,0.13153,0.30763,NM_001243565,DHDDS,2.91,0.33,3.15
12462,Cct3,2495,3569.6667,2346.3333,0.22858,0.41561,0.021809,0.8556,NM_001008800,CCT3,19.5,1.08,4.17
18003,Nedd9,239.6667,2887.6667,293.6667,-2.7957,7.35e-10,-0.37868,0.1542,NM_182966,NEDD9,5.24,1.2,2.13
13717,Eln,791.3333,2896.3333,641.6667,-1.2088,0.0008248,0.23439,0.16268,NM_000501,ELN,1.72,0,12.19
217351,Tnrc6c,765.6667,2701.6667,809,-1.0599,0.00048205,-0.14434,0.29313,NM_018996,TNRC6C,0.63,0.19,1.73
16775,Lama4,3547.6667,5568.6667,2438.3333,-0.033614,0.93406,0.45468,0.036804,NM_001105209,LAMA4,2.97,0.02,7.44
76890,Memo1,1175,913.6667,1180.3333,1.0744,0.00022593,-0.070952,0.56721,NM_001137602,MEMO1,4.63,0.81,2.52
210148,Slc30a6,230.6667,384.3333,223,0.0046765,0.99299,-0.019061,0.92405,NM_001193513,SLC30A6,0.95,0.14,2.79
55980,Impa1,1278,1688.6667,1105.3333,0.33079,0.2435,0.13778,0.29005,NM_001144879,IMPA1,1.99,0.54,1.89
242608,Podn,651.6667,3840.6667,521.6667,-1.9403,6.86e-06,0.24294,0.21633,NM_001199081,PODN,2.86,1.11,1.37
11658,Alcam,50,1232,51,-3.9235,7.87e-23,-0.10541,0.70509,NM_001243281,ALCAM,5.98,2.92,1.04
14051,Eya4,16.6667,41.6667,7.6667,-0.66212,0.32781,1.0399,0.10242,NM_172103,EYA4,1.83,0.62,1.56
100126824,Sco2,0,0,0,Inf,1,-Inf,1,NM_005138,SCO2,9.76,4.53,1.11
232339,Ankrd26,137,415.3333,132.6667,-0.83024,0.042322,-0.015292,0.96,NM_001256053,ANKRD26,0.97,0.48,1.01
225362,Reep2,5.6667,41,10,-2.0378,0.0030249,-0.87686,0.10313,NM_001271803,REEP2,0.79,0.02,5.07
16842,Lef1,3.3333,1744,4.6667,-8.1584,4.6e-15,-0.55894,0.64225,NM_016269,LEF1,0.72,0,12.9
234733,Ddx19b,571.3333,1011.6667,514.3333,-0.066364,0.83778,0.082172,0.53882,NM_001014449,DDX19B,2,0.24,3.04
381259,Tmem237,98.3333,221.3333,101.6667,-0.45924,0.26595,-0.11428,0.61844,NM_152388,TMEM237,0.7,0.09,3.04
213027,Evi5l,332.6667,376.3333,337.6667,0.51075,0.17848,-0.082093,0.62272,NM_145245,EVI5L,0.7,0.25,1.49
19303,Pxn,815.3333,2331.3333,753.3333,-0.76768,0.0076806,0.047341,0.70682,NM_001243756,PXN,3.52,1.73,1.02
74075,Syce1,3.3333,3.6667,1,0.56888,0.52735,1.5624,0.13051,NM_001143764,SYCE1,3.04,0.2,3.89
26416,Mapk14,2574.3333,3954.6667,2433.6667,0.10181,0.71101,0.014178,0.90608,NM_139014,MAPK14,3.12,0.46,2.76
17342,Mitf,197.3333,540.3333,194.6667,-0.76163,0.053345,-0.034742,0.89039,NM_006722,MITF,0.61,0.06,3.47
67971,Tppp3,510.6667,583.6667,350.6667,0.45936,0.2429,0.47467,0.0012562,NM_015964,TPPP3,0.62,0.18,1.8
432572,Specc1,56.6667,221.3333,48.6667,-1.2357,0.0036144,0.14569,0.62789,NM_152904,SPECC1,3.41,1.55,1.14
15439,Hp,17424.3333,28010.6667,13414,-0.050781,0.89456,0.30409,0.050199,NM_005143,HP,15.33,2.91,2.4
20462,Tra2b,837,2317,793,-0.70101,0.025769,0.0088988,0.95062,NM_001243879,TRA2B,3.03,0.49,2.63
76263,Gstk1,1240.6667,1169.3333,1223.6667,0.73805,0.043329,-0.041867,0.74715,NM_001143681,GSTK1,1.45,0.01,6.97
225339,Ammecr1l,1590.3333,1899.3333,1541.6667,0.46986,0.092336,-0.024202,0.84843,NM_001199140,AMMECR1L,4.45,2.16,1.04
23917,Impdh1,15361,2535.6667,18157.6667,3.3068,6.8e-26,-0.30006,0.031888,NM_001142575,IMPDH1,3.44,1.38,1.31
20822,Trove2,631.3333,943.6667,631.3333,0.091111,0.79093,-0.067846,0.59855,NM_001042370,TROVE2,10.49,4.59,1.19
232227,Iqsec1,3656,6193.6667,3656.3333,-0.089755,0.77815,-0.066271,0.582,NM_014869,IQSEC1,0.79,0.19,2.07
18004,Nek1,367.6667,570.6667,384.3333,0.07851,0.82051,-0.12324,0.48667,NM_001199400,NEK1,0.66,0.12,2.44
12534,Cdk1,27,257,24.6667,-2.4499,2.65e-06,0.071426,0.88015,NM_033379,CDK1,0.63,0,10.4
16828,Ldha,26792.3333,17992.6667,25438.6667,1.2507,6.33e-05,0.005146,0.96568,NM_001165416,LDHA,1.14,0.53,1.1
55947,Dclre1a,336.6667,401.3333,368.3333,0.44578,0.21405,-0.1948,0.20915,NM_014881,DCLRE1A,0.88,0.34,1.36
117150,Pip4k2c,1235,1719,1162,0.24384,0.38852,0.015448,0.90822,NM_001146260,PIP4K2C,1.38,0.53,1.39
18294,Ogg1,210.6667,307.3333,209,0.17834,0.63933,-0.05222,0.79174,NM_016829,OGG1,0.99,0,12.07
98752,Fcrla,7.3333,1703.3333,9,-6.9841,3.06e-14,-0.35105,0.55801,NM_001184872,FCRLA,0.63,0.17,1.9
21339,Taf1a,179.3333,414.3333,168.6667,-0.43717,0.28563,0.016724,0.94006,NM_139352,TAF1A,1.03,0.16,2.7
58193,Extl2,394,536,347,0.24479,0.49299,0.1222,0.43987,NM_001261440,EXTL2,0.95,0,11.18
193034,Trpv1,30,277.3333,28,-2.5626,1.01e-06,0.022572,1,NM_080704,TRPV1,1.21,0.39,1.63
27357,Gyg,3201,2453.6667,3123,1.0672,0.00039366,-0.037842,0.76547,NM_001184721,GYG1,5,2.45,1.03
21379,Tbrg4,1897,1245.6667,1902,1.3524,3.21e-06,-0.065443,0.62286,NM_030900,TBRG4,6.79,2.24,1.6
50880,Scly,333.6667,742.3333,312,-0.404,0.22782,0.030245,0.84879,NM_016510,SCLY,1.84,0.84,1.13
71461,Ptk7,58,139.6667,44.3333,-0.53032,0.24948,0.3156,0.29851,NM_001270398,PTK7,1.02,0.1,3.31
75578,Fggy,588.6667,594.3333,553.3333,0.62435,0.13105,0.022925,0.86492,NM_018291,FGGY,0.66,0.12,2.47
21827,Thbs3,142,358.6667,83.3333,-0.69743,0.14181,0.6989,0.0011855,NM_007112,THBS3,1.88,0.69,1.44
12122,Bid,119.3333,891.3333,99.6667,-2.1499,5.38e-09,0.20364,0.40942,NM_001244569,BID,2.64,0.31,3.07
14200,Fhl2,6.6667,60,8.6667,-2.4143,4.08e-05,-0.45506,0.5141,NM_001450,FHL2,8.99,3.42,1.39
383295,Ypel5,1590,3222,1500.3333,-0.33808,0.26654,0.014212,0.90976,NM_001127399,YPEL5,0.72,0,9.7
212998,BC016579,0.33333,0,0.33333,2.1861,1,-0.045819,1,NM_001171747,C3orf52,0.78,0.17,2.16
12545,Cdc7,105.3333,346,101,-0.90593,0.066186,0.0025919,1,NM_001134419,CDC7,5.93,2.5,1.24
11308,Abi1,1042,3041.3333,982,-0.78762,0.0076216,0.01694,0.89062,NM_001178121,ABI1,1.63,0.5,1.72
22431,Wt1,0,3.3333,0,-4.5174,0.020803,-Inf,1,NM_001198552,WT1,1.66,0.03,5.57
16194,Il6ra,838.3333,2374.6667,428.3333,-0.76835,0.023664,0.88457,0.0025386,NM_181359,IL6R,0.8,0.25,1.7
76366,Mtif3,519,514,496.6667,0.74137,0.022777,-0.0057887,0.96997,NM_152912,MTIF3,13.11,3.98,1.72
228355,Madd,290.6667,2485.3333,272,-2.2767,3.08e-06,0.027933,0.87931,NM_001135944,MADD,1.07,0.31,1.78
71901,Fam219a,321.6667,505.3333,302.6667,0.039876,0.91471,0.023961,0.89324,NM_001184943,FAM219A,1.73,0.17,3.3
66993,Smarcd3,551,429.6667,613.3333,1.0439,0.0048462,-0.21176,0.24539,NM_003078,SMARCD3,1.1,0,13.51
333639,Mamld1,487.3333,197.3333,404.6667,1.9716,2.9e-06,0.20411,0.24567,NM_001177465,MAMLD1,1.46,0.57,1.36
66132,1110008L16Rik,410.6667,382,395.3333,0.80209,0.024729,-0.0086461,0.96224,NM_001256680,KIAA0391,0.69,0.01,5.57
13371,Dio2,2491.3333,29.3333,2105,7.1162,4.87e-58,0.16508,0.42848,NM_001242503,DIO2,0.95,0,8.21
21406,Tcf12,1596.3333,3049,1550.6667,-0.19452,0.48325,-0.023036,0.85258,NM_207038,TCF12,1.42,0.05,4.92
19084,Prkar1a,5708,8790.3333,5765.6667,0.11007,0.68694,-0.081437,0.4877,NM_001276289,PRKAR1A,5.1,1.23,2.05
50850,Spast,958,1227,978.6667,0.38473,0.18195,-0.099752,0.42183,NM_199436,SPAST,0.78,0.07,3.41
102626,Mapkapk3,1704.6667,1103,1497.6667,1.3674,3.57e-06,0.11488,0.41549,NM_001243925,MAPKAPK3,1.53,0,8.46
83671,Sytl2,34.6667,306.6667,24.6667,-2.3472,3.97e-06,0.42495,0.17941,NM_206930,SYTL2,0.69,0.09,2.89
56367,Scoc,945,959.3333,977,0.64425,0.06016,-0.11094,0.39263,NM_001153484,SCOC,0.98,0.01,6.44
17874,Myd88,672.3333,1312.3333,599.6667,-0.20838,0.50563,0.097153,0.49418,NM_001172566,MYD88,4.99,0.41,3.62
70430,Tbce,353,695.3333,342.6667,-0.21259,0.54775,-0.023745,0.88252,NM_001079515,TBCE,0.7,0,12.21
76022,Gon4l,550.6667,1269,550.3333,-0.44394,0.16265,-0.067621,0.60749,NM_001198904,YY1AP1,1.27,0.15,3.09
20411,Sorbs1,14861.3333,25758,13528.6667,-0.16169,0.6719,0.063707,0.5996,NM_024991,SORBS1,1.09,0.14,2.91
21780,Tfam,1336.6667,1589.6667,1442.3333,0.51095,0.08628,-0.17086,0.20157,NM_001270782,TFAM,1.07,0.18,2.54
22063,Trpc1,59,65.6667,58.3333,0.52582,0.29956,-0.051523,0.88465,NM_001251845,TRPC1,0.75,0.12,2.67
68957,Paqr6,38.6667,28.3333,30,1.143,0.023181,0.29006,0.36042,NM_001272113,PAQR6,1.94,0.88,1.13
20586,Smarca4,1644,3434.6667,1552.6667,-0.31102,0.27487,0.018634,0.88322,NM_001128846,SMARCA4,2.83,4.26,1.17
24030,Mrps12,786.3333,574.6667,766.3333,1.1422,0.00052601,-0.026636,0.83876,NM_021107,MRPS12,1.45,0.16,3.19
54613,St3gal6,1363.3333,1423,968.6667,0.63117,0.034175,0.41456,0.0069257,NM_001271146,ST3GAL6,1.33,0.39,1.75
14613,Gja5,96.3333,246.6667,103.3333,-0.70755,0.14737,-0.16923,0.42227,NM_181703,GJA5,1.27,0.22,2.55
71148,Mier1,984.3333,2686.6667,1017,-0.68463,0.023391,-0.1142,0.366,NM_001146110,MIER1,1.93,0.76,1.35
67168,Lpar6,1408.3333,2028.3333,1447.6667,0.18919,0.52219,-0.098259,0.53311,NM_001162498,LPAR6,3.42,1.45,1.24
27047,Omd,14,61,10,-1.4688,0.017828,0.42089,0.40388,NM_005014,OMD,3.62,0.14,4.68
68642,Tmem216,194,380.3333,181,-0.30083,0.46265,0.031991,0.87185,NM_001173991,TMEM216,1.76,0,10.2
381921,Taok2,1480,3436,1608.3333,-0.47282,0.093498,-0.18657,0.1435,NM_016151,TAOK2,0.69,0.3,1.22
66568,Rwdd3,127.6667,77,137.3333,1.4482,0.00071223,-0.1703,0.3908,NM_001199682,RWDD3,2.35,0.32,2.87
269037,Ctif,618,1037.6667,607,-0.090824,0.80826,-0.036181,0.79949,NM_001142397,CTIF,0.75,0.26,1.55
69731,Gemin7,593.6667,967.6667,563,0.016055,0.95884,0.007767,0.95781,NM_024707,GEMIN7,2.3,0.32,2.83
22793,Zyx,573.3333,2403,559.6667,-1.3256,7.6e-06,-0.042418,0.80028,NM_003461,ZYX,24.13,9.79,1.3
26466,Zfp260,1101,1754.3333,1068.6667,0.075519,0.79367,-0.027579,0.82552,NM_001166038,ZNF260,1.14,0.38,1.59
16201,Ilf3,775,2100,770.6667,-0.66471,0.034718,-0.057484,0.65627,NM_004516,ILF3,8.09,3.78,1.1
319845,Bbs9,170.3333,498.3333,172.3333,-0.78459,0.04735,-0.087985,0.63546,NM_001033605,BBS9,1.18,0,8.04
107702,Rnh1,2154.6667,3329.3333,2081,0.079145,0.77822,-0.016631,0.89172,NM_203389,RNH1,4.35,1.38,1.66
80287,Apobec3,227.6667,3883.3333,256,-3.26,5.06e-09,-0.23344,0.23935,NM_001270411,APOBEC3B,1.7,0.12,3.78
235527,Plscr4,275.6667,622.6667,272,-0.51835,0.20709,-0.045975,0.79911,NM_001128305,PLSCR4,2.3,1.06,1.13
234854,Cdk10,370.6667,639.6667,369.3333,-0.059115,0.85972,-0.063348,0.66875,NM_001160367,CDK10,2.93,0.36,3.03
77045,Bcl7a,798,784.6667,962,0.80388,0.018169,-0.32545,0.053579,NM_020993,BCL7A,0.96,0.44,1.11
72293,Nkd2,23,66.6667,14.6667,-0.75214,0.14435,0.58238,0.11603,NM_033120,NKD2,0.63,0.18,1.83
17131,Smad7,164,928,161.6667,-1.699,0.00033431,-0.054649,0.80187,NM_005904,SMAD7,0.78,0.13,2.57
18295,Ogn,562.6667,1905,330,-1.1414,0.0093792,0.69854,3.04e-06,NM_014057,OGN,1.17,0.02,6.23
434437,Amt,96.3333,129.6667,117.3333,0.27192,0.55652,-0.34464,0.20751,NM_001164711,AMT,1.73,0.75,1.21
219072,Haus4,199.3333,476.3333,235,-0.48823,0.21396,-0.29231,0.1728,NM_017815,HAUS4,5.41,1.65,1.71
96875,Prg4,105,73,102.3333,1.2053,0.0089499,-0.03556,0.89001,NM_005807,PRG4,3.85,0.34,3.48
74763,Naa60,2089.6667,2841.3333,2019.6667,0.2727,0.3279,-0.018116,0.88503,NM_024845,NAA60,3.7,1.08,1.78
78755,Fam122b,156.3333,414,163,-0.63532,0.12116,-0.12686,0.51838,NM_145284,FAM122B,1.74,0.73,1.26
224139,Golgb1,4076.3333,5533.3333,3988.3333,0.24031,0.42868,-0.036873,0.76961,NM_001256486,GOLGB1,3.64,0.97,1.91
319636,Fsd1l,150.3333,245.3333,173,-0.05782,0.90575,-0.26261,0.19462,NM_001145313,FSD1L,0.96,0.38,1.32
72446,Prr5l,175.3333,752.3333,123,-1.4049,0.00012646,0.44797,0.040103,NM_001160168,PRR5L,1.35,0.58,1.21
67452,Pnpla8,5789.3333,4526.3333,5750.6667,1.0164,0.0022233,-0.059526,0.61427,NM_001256008,PNPLA8,3.3,0.91,1.85
230257,Ptbp3,2576.3333,8750.3333,2663.3333,-0.99042,0.0015928,-0.11518,0.32501,NM_001163788,PTBP3,4.02,1.68,1.26
21898,Tlr4,137.3333,1124,199.6667,-2.3461,1.06e-10,-0.60711,0.0021366,NM_138557,TLR4,1.22,0.47,1.39
22680,Zfp207,1592.6667,4572,1801.6667,-0.76088,0.011637,-0.23778,0.11816,NM_003457,ZNF207,11.73,4.27,1.46
17434,Mocs2,2038.3333,1941.6667,2072.3333,0.73434,0.031075,-0.083402,0.56937,NM_004531,MOCS2,4.15,1.95,1.09
67972,Atp2b1,1088,3183.6667,916.3333,-0.81404,0.0034884,0.17767,0.16008,NM_001001323,ATP2B1,1.01,0.1,3.37
11352,Abl2,729.3333,1882,770,-0.60236,0.0477,-0.14342,0.24739,NM_005158,ABL2,1.69,0.78,1.12
21814,Tgfbr3,4024.3333,5535.3333,3733.6667,0.1974,0.56693,0.047727,0.7283,NM_001195684,TGFBR3,3.29,1.42,1.21
50706,Postn,2971,4699.3333,2596.3333,-0.02579,0.94592,0.13047,0.29375,NM_006475,POSTN,1.72,0.22,2.99
237339,L3mbtl3,235.6667,891.6667,206.6667,-1.1519,0.0013782,0.1259,0.50386,NM_032438,L3MBTL3,1.38,0.62,1.14
231507,Plac8,86.3333,1532.3333,22.3333,-3.3245,9.23e-11,1.8814,2.61e-11,NM_016619,PLAC8,0.87,0.43,1.02
108907,Nusap1,28,314,27.3333,-2.6864,1.11e-06,-0.037177,0.95586,NM_016359,NUSAP1,6.83,2.7,1.34
21812,Tgfbr1,992.6667,1939,937.3333,-0.20752,0.4967,0.01009,0.9421,NM_001130916,TGFBR1,1.31,0.34,1.95
225027,Srsf7,1051.6667,3357.3333,978,-0.88493,0.011949,0.033526,0.80712,NM_001195446,SRSF7,13.59,6.64,1.03
66665,Msantd3,263,203.6667,267.6667,1.0181,0.030876,-0.085693,0.64018,NM_001198807,MSANTD3,2.96,0.77,1.95
229699,Slc16a4,26,45.6667,45,-0.11873,0.84164,-0.83848,0.064296,NM_001201547,SLC16A4,6.1,2.67,1.19
106042,Prickle1,365,418.6667,306.3333,0.48355,0.19731,0.18561,0.26259,NM_001144883,PRICKLE1,1.59,0.49,1.71
20843,Stag2,3401.3333,6027.6667,3309,-0.081123,0.76999,-0.026924,0.81983,NM_001042751,STAG2,0.99,0.1,3.29
234356,Csgalnact1,152.6667,222.6667,152.6667,0.13807,0.74452,-0.071729,0.72805,NM_018371,CSGALNACT1,1.55,0.63,1.29
14391,Gabpb1,244,850.3333,268.3333,-1.0157,0.0093873,-0.2032,0.2374,NM_181427,GABPB1,2.48,0.39,2.66
17299,Mettl1,115.6667,224.3333,90.6667,-0.19997,0.64202,0.27484,0.24934,NM_023033,METTL1,3.54,1.03,1.78
12632,Cfl2,3441,2363.3333,3352,1.2082,0.00026304,-0.02885,0.80876,NM_001243645,CFL2,8.13,3.84,1.08
17193,Mbd4,32.3333,420.6667,37.6667,-2.8767,2.13e-06,-0.27981,0.41952,NM_003925,MBD4,3.78,0.58,2.7
72542,Pgam5,807.3333,1106.3333,766.3333,0.28564,0.33634,0.0087726,0.94831,NM_001170543,PGAM5,4.92,2.26,1.12
100504715,Tmppe,247,1000.6667,238,-1.2428,0.00075964,-0.015809,0.934,NM_001136238,TMPPE,1.99,0.29,2.78
56615,Mgst1,10311.6667,11469,9474.6667,0.48562,0.18607,0.048142,0.72684,NM_001267598,MGST1,1.23,0.16,2.93
108098,Med21,488,523.6667,477.3333,0.62224,0.058588,-0.037318,0.79809,NM_001271811,MED21,1.47,0.48,1.63
72611,Zfp655,1414.3333,1659.3333,1475.6667,0.49198,0.086621,-0.12962,0.35749,NM_001009960,ZNF655,1.49,0.68,1.12
108664,Atp6v1h,1928,2392,1827,0.37255,0.21744,0.008517,0.94634,NM_015941,ATP6V1H,5.43,2.12,1.35
15216,Hfe,561.6667,1536.3333,530.6667,-0.79908,0.027184,0.010459,0.94613,NM_139008,HFE,0.62,0,7.76
66958,Tmx2,1953.6667,1457.6667,1901,1.1178,0.00018041,-0.02599,0.83671,NM_001144012,TMX2,22.32,6.21,1.85
52430,Echdc2,668,1141.3333,602.6667,-0.15162,0.71518,0.07347,0.65565,NM_001198961,ECHDC2,3.04,1.35,1.17
93695,Gpnmb,28.6667,529.3333,24.3333,-3.5926,1.48e-09,0.16201,0.67615,NM_001005340,GPNMB,27.35,11.51,1.25
12296,Cacnb2,10.3333,18.6667,11.6667,-0.090224,0.91295,-0.24406,0.63994,NM_201597,CACNB2,0.65,0.11,2.54
72057,Phf10,864.3333,1014.3333,853.3333,0.47221,0.11504,-0.050426,0.68718,NM_133325,PHF10,10.52,5.21,1.01
53857,Tuba8,1618,229,1465.3333,3.4711,3.93e-19,0.075181,0.54831,NM_018943,TUBA8,1.51,0.42,1.83
71147,Oxsm,1026.6667,913,946.3333,0.85211,0.0070461,0.049957,0.6852,NM_001145391,OXSM,1.65,0.42,1.99
170719,Oxr1,2397.6667,3158,1940.6667,0.28706,0.3444,0.23301,0.080592,NM_001198534,OXR1,2.36,0.31,2.94
17540,Mrvi1,288,329.6667,271.3333,0.5294,0.14884,0.023601,0.89932,NM_001206880,MRVI1,1.94,0.41,2.24
70052,Prpf4,619.3333,929.3333,543.3333,0.1686,0.58895,0.1217,0.34396,NM_004697,PRPF4,1.47,0.01,6.78
56736,Rnf14,2309.3333,2854.6667,2188,0.3977,0.15922,0.0083247,0.94714,NM_183398,RNF14,1.28,0.49,1.39
381802,Tsen2,109,223.6667,94,-0.33887,0.41521,0.14671,0.49029,NM_001145395,TSEN2,0.64,0.22,1.56
16847,Lepr,21.3333,1031,12.6667,-4.77,4.83e-15,0.67743,0.083595,NM_001003679,LEPR,8.94,4.42,1.02
223722,Mcat,1020,741.3333,988,1.1528,0.00025415,-0.017352,0.89199,NM_014507,MCAT,0.99,0.39,1.34
54131,Irf3,758.6667,1836.6667,738.3333,-0.51733,0.084553,-0.02733,0.83103,NM_001197125,IRF3,1.77,0.27,2.72
12522,Cd83,76.3333,1968,64.6667,-3.8546,8.15e-11,0.16839,0.52516,NM_004233,CD83,1.05,0.2,2.4
77744,Bora,39.6667,188.6667,34,-1.4525,0.0057258,0.15806,0.63994,NM_024808,BORA,3.31,1.46,1.18
381290,Atp2b4,660,5732,627.3333,-2.4886,2.4e-09,0.0059176,0.96778,NM_001001396,ATP2B4,2.31,0.54,2.1
18016,Nf2,3694.3333,3047.6667,3783.3333,0.9678,0.0012236,-0.10142,0.39985,NM_016418,NF2,2.96,1.33,1.16
104318,Csnk1d,2972,4338.6667,2805,0.18562,0.50193,0.015073,0.89965,NM_001893,CSNK1D,2.21,0.56,1.99
240518,Peli3,156,103.6667,134.6667,1.2557,0.008998,0.15321,0.47609,NM_001243136,PELI3,0.78,0.16,2.25
24004,Rai2,302.6667,621.6667,280.6667,-0.41234,0.35716,0.045895,0.78561,NM_021785,RAI2,0.68,0.16,2.09
66914,Vps28,1337,1996.6667,1339,0.16581,0.56001,-0.069974,0.5686,NM_183057,VPS28,7.06,3.25,1.12
56736,Rnf14,2309.3333,2854.6667,2188,0.3977,0.15922,0.0083247,0.94714,NM_183401,RNF14,2.84,0.01,8.59
12491,Cd36,39074.3333,54573.6667,38502.6667,0.16687,0.64314,-0.044576,0.71284,NM_001127443,CD36,147.1,23.23,2.66
16553,Kif13a,1239,1810.6667,1009.3333,0.11003,0.75035,0.22722,0.068294,NM_001105566,KIF13A,1.58,0.78,1.02
320234,Ccdc66,145.6667,447.3333,129,-0.86253,0.026986,0.10887,0.60244,NM_001012506,CCDC66,3.09,0.34,3.17
192786,Rapgef6,703,5417.6667,691.6667,-2.1296,2.25e-06,-0.041428,0.75201,NM_001164386,RAPGEF6,2.46,0.89,1.46
18810,Plec,2518.3333,6723,2167,-0.63848,0.048826,0.15399,0.28398,NM_201380,PLEC,1.04,0.5,1.06
20892,Stra13,600.6667,660,560.3333,0.57071,0.070938,0.02946,0.83363,NM_001271007,STRA13,8.09,2.64,1.62
12497,Entpd6,547.3333,1242.3333,482.3333,-0.47319,0.11628,0.11534,0.38519,NM_001247,ENTPD6,1.38,0.52,1.42
213011,Zfp583,62.6667,85.6667,48.3333,0.25115,0.58423,0.30625,0.24165,NM_001159860,ZNF583,0.86,0.11,2.92
320923,Mtap7d3,70.6667,218.6667,69,-0.95581,0.050057,-0.022575,0.95733,NM_024597,MAP7D3,1.94,0.95,1.03
51902,Rnf24,708.6667,594,626.3333,0.9239,0.0090027,0.097646,0.60354,NM_007219,RNF24,1.5,0.52,1.53
13712,Elk1,377.3333,790.6667,380,-0.37409,0.27741,-0.073624,0.62629,NM_001114123,ELK1,1.27,0.28,2.18
108853,Mtrf1l,274.6667,308.3333,263.3333,0.5689,0.12184,-0.0035113,1,NM_001114184,MTRF1L,3.03,1.47,1.04
19712,Rest,244.6667,846,242.6667,-1.0189,0.0051477,-0.05528,0.79844,NM_005612,REST,2.11,1.03,1.04
